year,month,day,date,aam,dt,phase,amp
1958,1,1,1958-1-1,1.15,3.07,4.5,3.3
1958,1,2,1958-1-2,1.5,2.07,5.5,2.6
1958,1,3,1958-1-3,1.65,0.25,6.5,1.7
1958,1,4,1958-1-4,1.58,-0.97,7.5,1.9
1958,1,5,1958-1-5,1.46,-0.31,6.5,1.5
1958,1,6,1958-1-6,1.52,0.9,5.5,1.8
1958,1,7,1958-1-7,1.64,0.42,6.5,1.7
1958,1,8,1958-1-8,1.61,-0.55,6.5,1.7
1958,1,9,1958-1-9,1.53,-0.56,6.5,1.6
1958,1,10,1958-1-10,1.48,-0.1,6.5,1.5
1958,1,11,1958-1-11,1.48,-0.41,6.5,1.5
1958,1,12,1958-1-12,1.39,-0.39,6.5,1.4
1958,1,13,1958-1-13,1.41,0.59,5.5,1.5
1958,1,14,1958-1-14,1.51,0.5,6.5,1.6
1958,1,15,1958-1-15,1.53,0.11,6.5,1.5
1958,1,16,1958-1-16,1.55,0.33,6.5,1.6
1958,1,17,1958-1-17,1.6,-0.01,6.5,1.6
1958,1,18,1958-1-18,1.57,0.08,6.5,1.6
1958,1,19,1958-1-19,1.66,1.3,5.5,2.1
1958,1,20,1958-1-20,1.87,1.59,5.5,2.5
1958,1,21,1958-1-21,2.02,0.57,6.5,2.1
1958,1,22,1958-1-22,2.01,-0.57,6.5,2.1
1958,1,23,1958-1-23,1.9,-0.6,6.5,2
1958,1,24,1958-1-24,1.85,-0.97,7.5,2.1
1958,1,25,1958-1-25,1.65,-1.69,7.5,2.4
1958,1,26,1958-1-26,1.44,-1.65,7.5,2.2
1958,1,27,1958-1-27,1.22,-1.87,7.5,2.2
1958,1,28,1958-1-28,0.97,-1.61,7.5,1.9
1958,1,29,1958-1-29,0.83,-0.68,7.5,1.1
1958,1,30,1958-1-30,0.77,-0.81,7.5,1.1
1958,1,31,1958-1-31,0.6,-1.38,7.5,1.5
1958,2,1,1958-2-1,0.45,-0.72,7.5,0.8
1958,2,2,1958-2-2,0.41,-0.21,7.5,0.5
1958,2,3,1958-2-3,0.37,-0.61,7.5,0.7
1958,2,4,1958-2-4,0.27,-0.53,7.5,0.6
1958,2,5,1958-2-5,0.24,-0.31,7.5,0.4
1958,2,6,1958-2-6,0.2,0.16,5.5,0.3
1958,2,7,1958-2-7,0.27,0.48,5.5,0.6
1958,2,8,1958-2-8,0.32,0.71,5.5,0.8
1958,2,9,1958-2-9,0.45,0.82,5.5,0.9
1958,2,10,1958-2-10,0.53,0.79,5.5,0.9
1958,2,11,1958-2-11,0.67,1.46,5.5,1.6
1958,2,12,1958-2-12,0.89,1.78,5.5,2
1958,2,13,1958-2-13,1.08,0.56,5.5,1.2
1958,2,14,1958-2-14,1.03,-0.69,7.5,1.2
1958,2,15,1958-2-15,0.95,-0.52,7.5,1.1
1958,2,16,1958-2-16,0.91,-0.19,6.5,0.9
1958,2,17,1958-2-17,0.9,0.24,6.5,0.9
1958,2,18,1958-2-18,0.94,-0.12,6.5,0.9
1958,2,19,1958-2-19,0.85,-1.15,7.5,1.4
1958,2,20,1958-2-20,0.68,-1.07,7.5,1.3
1958,2,21,1958-2-21,0.61,-0.07,6.5,0.6
1958,2,22,1958-2-22,0.65,0.36,5.5,0.7
1958,2,23,1958-2-23,0.68,0.35,5.5,0.8
1958,2,24,1958-2-24,0.72,-0.04,6.5,0.7
1958,2,25,1958-2-25,0.66,-0.77,7.5,1
1958,2,26,1958-2-26,0.53,-1.35,0.5,1.5
1958,2,27,1958-2-27,0.32,-1.67,0.5,1.7
1958,2,28,1958-2-28,0.11,-1.57,0.5,1.6
1958,3,1,1958-3-1,-0.06,-0.94,0.5,0.9
1958,3,2,1958-3-2,-0.13,-0.5,0.5,0.5
1958,3,3,1958-3-3,-0.22,-0.83,0.5,0.9
1958,3,4,1958-3-4,-0.34,-0.9,0.5,1
1958,3,5,1958-3-5,-0.42,-0.11,2.5,0.4
1958,3,6,1958-3-6,-0.36,0.84,3.5,0.9
1958,3,7,1958-3-7,-0.22,1.34,4.5,1.4
1958,3,8,1958-3-8,-0.06,0.44,4.5,0.4
1958,3,9,1958-3-9,-0.12,-0.84,0.5,0.8
1958,3,10,1958-3-10,-0.22,-0.24,1.5,0.3
1958,3,11,1958-3-11,-0.15,1.17,4.5,1.2
1958,3,12,1958-3-12,0.06,1.87,4.5,1.9
1958,3,13,1958-3-13,0.29,1.43,4.5,1.5
1958,3,14,1958-3-14,0.41,0.45,5.5,0.6
1958,3,15,1958-3-15,0.43,0.14,6.5,0.4
1958,3,16,1958-3-16,0.46,0.3,5.5,0.6
1958,3,17,1958-3-17,0.5,0.26,5.5,0.6
1958,3,18,1958-3-18,0.52,-0.05,6.5,0.5
1958,3,19,1958-3-19,0.51,0.33,5.5,0.6
1958,3,20,1958-3-20,0.6,0.49,5.5,0.8
1958,3,21,1958-3-21,0.59,-0.58,7.5,0.8
1958,3,22,1958-3-22,0.46,-1.12,0.5,1.2
1958,3,23,1958-3-23,0.35,-0.33,7.5,0.5
1958,3,24,1958-3-24,0.38,0.57,5.5,0.7
1958,3,25,1958-3-25,0.46,0.31,5.5,0.6
1958,3,26,1958-3-26,0.46,0.02,6.5,0.5
1958,3,27,1958-3-27,0.51,1.09,5.5,1.2
1958,3,28,1958-3-28,0.7,0.75,5.5,1
1958,3,29,1958-3-29,0.67,-0.34,7.5,0.8
1958,3,30,1958-3-30,0.65,-0.01,6.5,0.7
1958,3,31,1958-3-31,0.67,-0.03,6.5,0.7
1958,4,1,1958-4-1,0.65,0.1,6.5,0.7
1958,4,2,1958-4-2,0.68,0.04,6.5,0.7
1958,4,3,1958-4-3,0.63,-0.85,7.5,1.1
1958,4,4,1958-4-4,0.46,-1.79,0.5,1.8
1958,4,5,1958-4-5,0.22,-1.34,0.5,1.4
1958,4,6,1958-4-6,0.15,0.02,6.5,0.2
1958,4,7,1958-4-7,0.19,0.22,5.5,0.3
1958,4,8,1958-4-8,0.19,-0.03,6.5,0.2
1958,4,9,1958-4-9,0.19,-0.08,7.5,0.2
1958,4,10,1958-4-10,0.17,0.07,6.5,0.2
1958,4,11,1958-4-11,0.21,0.51,4.5,0.6
1958,4,12,1958-4-12,0.3,0.75,4.5,0.8
1958,4,13,1958-4-13,0.39,0.59,5.5,0.7
1958,4,14,1958-4-14,0.44,-0.04,6.5,0.4
1958,4,15,1958-4-15,0.4,-0.01,6.5,0.4
1958,4,16,1958-4-16,0.45,0.45,5.5,0.6
1958,4,17,1958-4-17,0.48,-0.27,7.5,0.5
1958,4,18,1958-4-18,0.36,-1.32,0.5,1.4
1958,4,19,1958-4-19,0.15,-1.97,0.5,2
1958,4,20,1958-4-20,-0.12,-2.05,0.5,2.1
1958,4,21,1958-4-21,-0.38,-2.35,0.5,2.4
1958,4,22,1958-4-22,-0.73,-2.82,0.5,2.9
1958,4,23,1958-4-23,-1.08,-2.72,0.5,2.9
1958,4,24,1958-4-24,-1.39,-1.47,1.5,2
1958,4,25,1958-4-25,-1.45,0.01,2.5,1.5
1958,4,26,1958-4-26,-1.41,0.8,3.5,1.6
1958,4,27,1958-4-27,-1.28,0.69,3.5,1.5
1958,4,28,1958-4-28,-1.23,0.77,3.5,1.5
1958,4,29,1958-4-29,-1.06,1.46,3.5,1.8
1958,4,30,1958-4-30,-0.87,1.62,3.5,1.8
1958,5,1,1958-5-1,-0.65,1.87,4.5,2
1958,5,2,1958-5-2,-0.4,1.69,4.5,1.7
1958,5,3,1958-5-3,-0.22,1.15,4.5,1.2
1958,5,4,1958-5-4,-0.1,0.93,4.5,0.9
1958,5,5,1958-5-5,0.01,0.41,4.5,0.4
1958,5,6,1958-5-6,0.01,-0.1,0.5,0.1
1958,5,7,1958-5-7,-0.01,-0.37,0.5,0.4
1958,5,8,1958-5-8,-0.1,-1.19,0.5,1.2
1958,5,9,1958-5-9,-0.3,-1.47,0.5,1.5
1958,5,10,1958-5-10,-0.42,0.03,2.5,0.4
1958,5,11,1958-5-11,-0.28,1.74,4.5,1.8
1958,5,12,1958-5-12,-0.03,1.65,4.5,1.6
1958,5,13,1958-5-13,0.1,0.47,4.5,0.5
1958,5,14,1958-5-14,0.13,0.67,4.5,0.7
1958,5,15,1958-5-15,0.3,1.7,4.5,1.7
1958,5,16,1958-5-16,0.5,0.61,5.5,0.8
1958,5,17,1958-5-17,0.44,-1.07,0.5,1.2
1958,5,18,1958-5-18,0.3,-0.52,7.5,0.6
1958,5,19,1958-5-19,0.32,0.4,5.5,0.5
1958,5,20,1958-5-20,0.38,0.54,5.5,0.7
1958,5,21,1958-5-21,0.46,0.88,5.5,1
1958,5,22,1958-5-22,0.6,1.19,5.5,1.3
1958,5,23,1958-5-23,0.74,0.63,5.5,1
1958,5,24,1958-5-24,0.75,-0.3,6.5,0.8
1958,5,25,1958-5-25,0.68,-0.76,7.5,1
1958,5,26,1958-5-26,0.59,-0.36,7.5,0.7
1958,5,27,1958-5-27,0.61,0.86,5.5,1.1
1958,5,28,1958-5-28,0.77,0.99,5.5,1.3
1958,5,29,1958-5-29,0.83,0.01,6.5,0.8
1958,5,30,1958-5-30,0.77,-0.83,7.5,1.1
1958,5,31,1958-5-31,0.61,-1.89,0.5,2
1958,6,1,1958-6-1,0.31,-2.27,0.5,2.3
1958,6,2,1958-6-2,0.08,-1.13,0.5,1.1
1958,6,3,1958-6-3,0.02,-0.34,0.5,0.3
1958,6,4,1958-6-4,-0.04,-0.44,0.5,0.4
1958,6,5,1958-6-5,-0.07,0.24,4.5,0.3
1958,6,6,1958-6-6,0.04,1.53,4.5,1.5
1958,6,7,1958-6-7,0.27,1.47,4.5,1.5
1958,6,8,1958-6-8,0.37,-0.14,6.5,0.4
1958,6,9,1958-6-9,0.26,-0.76,0.5,0.8
1958,6,10,1958-6-10,0.2,-0.58,0.5,0.6
1958,6,11,1958-6-11,0.09,-1.44,0.5,1.4
1958,6,12,1958-6-12,-0.17,-2.35,0.5,2.4
1958,6,13,1958-6-13,-0.47,-1.81,0.5,1.9
1958,6,14,1958-6-14,-0.65,-1.86,0.5,2
1958,6,15,1958-6-15,-0.96,-2.24,1.5,2.4
1958,6,16,1958-6-16,-1.18,-1.1,1.5,1.6
1958,6,17,1958-6-17,-1.25,-0.34,2.5,1.3
1958,6,18,1958-6-18,-1.27,0.48,2.5,1.4
1958,6,19,1958-6-19,-1.13,1.4,3.5,1.8
1958,6,20,1958-6-20,-0.95,0.96,3.5,1.4
1958,6,21,1958-6-21,-0.91,-0.34,2.5,1
1958,6,22,1958-6-22,-1.02,-0.99,1.5,1.4
1958,6,23,1958-6-23,-1.12,-0.36,2.5,1.2
1958,6,24,1958-6-24,-1.11,0.27,2.5,1.1
1958,6,25,1958-6-25,-1.08,0.18,2.5,1.1
1958,6,26,1958-6-26,-1.07,-0.15,2.5,1.1
1958,6,27,1958-6-27,-1.11,-0.48,1.5,1.2
1958,6,28,1958-6-28,-1.18,-0.36,2.5,1.2
1958,6,29,1958-6-29,-1.18,0.49,3.5,1.3
1958,6,30,1958-6-30,-1.06,1.07,3.5,1.5
1958,7,1,1958-7-1,-0.91,1.48,3.5,1.7
1958,7,2,1958-7-2,-0.7,1.18,3.5,1.4
1958,7,3,1958-7-3,-0.63,0.39,3.5,0.7
1958,7,4,1958-7-4,-0.57,0.61,3.5,0.8
1958,7,5,1958-7-5,-0.47,0.86,3.5,1
1958,7,6,1958-7-6,-0.36,0.8,3.5,0.9
1958,7,7,1958-7-7,-0.27,0.45,3.5,0.5
1958,7,8,1958-7-8,-0.24,0.19,3.5,0.3
1958,7,9,1958-7-9,-0.21,0.36,3.5,0.4
1958,7,10,1958-7-10,-0.16,0.19,3.5,0.2
1958,7,11,1958-7-11,-0.14,0.74,4.5,0.8
1958,7,12,1958-7-12,0.01,0.73,4.5,0.7
1958,7,13,1958-7-13,0.02,-0.36,0.5,0.4
1958,7,14,1958-7-14,-0.05,-0.45,0.5,0.5
1958,7,15,1958-7-15,-0.1,-0.7,0.5,0.7
1958,7,16,1958-7-16,-0.23,-1.11,0.5,1.1
1958,7,17,1958-7-17,-0.34,-0.17,1.5,0.4
1958,7,18,1958-7-18,-0.28,0.74,4.5,0.8
1958,7,19,1958-7-19,-0.21,0.02,2.5,0.2
1958,7,20,1958-7-20,-0.28,-0.78,0.5,0.8
1958,7,21,1958-7-21,-0.39,-0.95,0.5,1
1958,7,22,1958-7-22,-0.51,-1.01,1.5,1.1
1958,7,23,1958-7-23,-0.63,-0.68,1.5,0.9
1958,7,24,1958-7-24,-0.68,-0.06,2.5,0.7
1958,7,25,1958-7-25,-0.66,0.32,3.5,0.7
1958,7,26,1958-7-26,-0.62,-0.07,2.5,0.6
1958,7,27,1958-7-27,-0.69,-0.97,1.5,1.2
1958,7,28,1958-7-28,-0.85,-1.27,1.5,1.5
1958,7,29,1958-7-29,-0.99,-0.89,1.5,1.3
1958,7,30,1958-7-30,-1.08,-0.48,1.5,1.2
1958,7,31,1958-7-31,-1.14,-0.67,1.5,1.3
1958,8,1,1958-8-1,-1.26,-1.02,1.5,1.6
1958,8,2,1958-8-2,-1.4,-1.25,1.5,1.9
1958,8,3,1958-8-3,-1.57,-1.24,1.5,2
1958,8,4,1958-8-4,-1.7,-0.77,1.5,1.9
1958,8,5,1958-8-5,-1.77,-0.42,2.5,1.8
1958,8,6,1958-8-6,-1.8,0.14,2.5,1.8
1958,8,7,1958-8-7,-1.74,0.78,3.5,1.9
1958,8,8,1958-8-8,-1.63,0.5,2.5,1.7
1958,8,9,1958-8-9,-1.61,0.26,2.5,1.6
1958,8,10,1958-8-10,-1.55,0.55,2.5,1.6
1958,8,11,1958-8-11,-1.48,0.48,2.5,1.6
1958,8,12,1958-8-12,-1.43,0.2,2.5,1.4
1958,8,13,1958-8-13,-1.43,-0.41,2.5,1.5
1958,8,14,1958-8-14,-1.49,0.31,2.5,1.5
1958,8,15,1958-8-15,-1.36,0.88,3.5,1.6
1958,8,16,1958-8-16,-1.31,-0.02,2.5,1.3
1958,8,17,1958-8-17,-1.32,0.42,2.5,1.4
1958,8,18,1958-8-18,-1.19,1.18,3.5,1.7
1958,8,19,1958-8-19,-1.04,1.14,3.5,1.5
1958,8,20,1958-8-20,-0.92,0.66,3.5,1.1
1958,8,21,1958-8-21,-0.88,-0.03,2.5,0.9
1958,8,22,1958-8-22,-0.9,-0.06,2.5,0.9
1958,8,23,1958-8-23,-0.88,0.29,2.5,0.9
1958,8,24,1958-8-24,-0.83,0.4,3.5,0.9
1958,8,25,1958-8-25,-0.78,0.59,3.5,1
1958,8,26,1958-8-26,-0.67,1.21,3.5,1.4
1958,8,27,1958-8-27,-0.48,1.29,4.5,1.4
1958,8,28,1958-8-28,-0.35,0.95,4.5,1
1958,8,29,1958-8-29,-0.24,0.63,4.5,0.7
1958,8,30,1958-8-30,-0.19,0.35,3.5,0.4
1958,8,31,1958-8-31,-0.16,-0.14,1.5,0.2
1958,9,1,1958-9-1,-0.23,-0.7,0.5,0.7
1958,9,2,1958-9-2,-0.32,-0.74,1.5,0.8
1958,9,3,1958-9-3,-0.42,-1.09,0.5,1.2
1958,9,4,1958-9-4,-0.59,-1.22,1.5,1.4
1958,9,5,1958-9-5,-0.7,-0.35,1.5,0.8
1958,9,6,1958-9-6,-0.68,0.59,3.5,0.9
1958,9,7,1958-9-7,-0.58,0.62,3.5,0.9
1958,9,8,1958-9-8,-0.53,0.28,3.5,0.6
1958,9,9,1958-9-9,-0.5,0.42,3.5,0.6
1958,9,10,1958-9-10,-0.43,0.46,3.5,0.6
1958,9,11,1958-9-11,-0.41,-0.59,1.5,0.7
1958,9,12,1958-9-12,-0.59,-1.76,0.5,1.9
1958,9,13,1958-9-13,-0.83,-1.96,1.5,2.1
1958,9,14,1958-9-14,-1.06,-1.29,1.5,1.7
1958,9,15,1958-9-15,-1.15,-0.34,2.5,1.2
1958,9,16,1958-9-16,-1.16,0.07,2.5,1.2
1958,9,17,1958-9-17,-1.14,0.41,2.5,1.2
1958,9,18,1958-9-18,-1.08,0.29,2.5,1.1
1958,9,19,1958-9-19,-1.11,-1.11,1.5,1.6
1958,9,20,1958-9-20,-1.35,-2.08,1.5,2.5
1958,9,21,1958-9-21,-1.59,-1.38,1.5,2.1
1958,9,22,1958-9-22,-1.69,-0.52,2.5,1.8
1958,9,23,1958-9-23,-1.75,-0.54,2.5,1.8
1958,9,24,1958-9-24,-1.87,-1.46,1.5,2.4
1958,9,25,1958-9-25,-2.12,-2.21,1.5,3.1
1958,9,26,1958-9-26,-2.38,-1.43,1.5,2.8
1958,9,27,1958-9-27,-2.45,0.54,2.5,2.5
1958,9,28,1958-9-28,-2.28,1.21,3.5,2.6
1958,9,29,1958-9-29,-2.19,0.42,2.5,2.2
1958,9,30,1958-9-30,-2.16,0.12,2.5,2.2
1958,10,1,1958-10-1,-2.15,0.01,2.5,2.1
1958,10,2,1958-10-2,-2.14,0.46,2.5,2.2
1958,10,3,1958-10-3,-2,1.86,3.5,2.7
1958,10,4,1958-10-4,-1.7,2.1,3.5,2.7
1958,10,5,1958-10-5,-1.5,1.39,3.5,2
1958,10,6,1958-10-6,-1.33,1.24,3.5,1.8
1958,10,7,1958-10-7,-1.2,0.54,3.5,1.3
1958,10,8,1958-10-8,-1.22,-1.01,1.5,1.6
1958,10,9,1958-10-9,-1.41,-1.35,1.5,2
1958,10,10,1958-10-10,-1.51,-0.16,2.5,1.5
1958,10,11,1958-10-11,-1.46,0.7,3.5,1.6
1958,10,12,1958-10-12,-1.35,1.04,3.5,1.7
1958,10,13,1958-10-13,-1.21,1,3.5,1.6
1958,10,14,1958-10-14,-1.09,0.89,3.5,1.4
1958,10,15,1958-10-15,-0.97,1.03,3.5,1.4
1958,10,16,1958-10-16,-0.82,1.48,3.5,1.7
1958,10,17,1958-10-17,-0.61,1.61,4.5,1.7
1958,10,18,1958-10-18,-0.45,0.58,3.5,0.7
1958,10,19,1958-10-19,-0.47,-0.67,1.5,0.8
1958,10,20,1958-10-20,-0.61,-1.73,0.5,1.8
1958,10,21,1958-10-21,-0.85,-1,1.5,1.3
1958,10,22,1958-10-22,-0.84,0.46,3.5,1
1958,10,23,1958-10-23,-0.78,0.22,2.5,0.8
1958,10,24,1958-10-24,-0.76,0.86,3.5,1.1
1958,10,25,1958-10-25,-0.54,2.25,4.5,2.3
1958,10,26,1958-10-26,-0.26,1.27,4.5,1.3
1958,10,27,1958-10-27,-0.24,-0.49,1.5,0.5
1958,10,28,1958-10-28,-0.31,-0.21,1.5,0.4
1958,10,29,1958-10-29,-0.25,1.34,4.5,1.4
1958,10,30,1958-10-30,0,1.79,4.5,1.8
1958,10,31,1958-10-31,0.16,0.82,4.5,0.8
1958,11,1,1958-11-1,0.18,-0.73,0.5,0.7
1958,11,2,1958-11-2,-0.03,-2.41,0.5,2.4
1958,11,3,1958-11-3,-0.38,-2.35,0.5,2.4
1958,11,4,1958-11-4,-0.6,-1.52,0.5,1.6
1958,11,5,1958-11-5,-0.78,-1.25,1.5,1.5
1958,11,6,1958-11-6,-0.93,-0.93,1.5,1.3
1958,11,7,1958-11-7,-1.05,-1.31,1.5,1.7
1958,11,8,1958-11-8,-1.27,-1.91,1.5,2.3
1958,11,9,1958-11-9,-1.5,-1.2,1.5,1.9
1958,11,10,1958-11-10,-1.58,-0.81,1.5,1.8
1958,11,11,1958-11-11,-1.72,-0.84,1.5,1.9
1958,11,12,1958-11-12,-1.78,-0.25,2.5,1.8
1958,11,13,1958-11-13,-1.79,0.2,2.5,1.8
1958,11,14,1958-11-14,-1.75,0.18,2.5,1.8
1958,11,15,1958-11-15,-1.76,-0.57,2.5,1.9
1958,11,16,1958-11-16,-1.86,-0.39,2.5,1.9
1958,11,17,1958-11-17,-1.83,0.83,3.5,2
1958,11,18,1958-11-18,-1.66,1.82,3.5,2.5
1958,11,19,1958-11-19,-1.38,2.13,3.5,2.5
1958,11,20,1958-11-20,-1.13,1.82,3.5,2.1
1958,11,21,1958-11-21,-0.89,2.42,4.5,2.6
1958,11,22,1958-11-22,-0.52,2.72,4.5,2.8
1958,11,23,1958-11-23,-0.23,1.94,4.5,2
1958,11,24,1958-11-24,-0.01,1.4,4.5,1.4
1958,11,25,1958-11-25,0.14,1.12,4.5,1.1
1958,11,26,1958-11-26,0.28,0.9,4.5,0.9
1958,11,27,1958-11-27,0.36,-0.01,6.5,0.4
1958,11,28,1958-11-28,0.31,0.26,5.5,0.4
1958,11,29,1958-11-29,0.45,1.42,4.5,1.5
1958,11,30,1958-11-30,0.61,0.38,5.5,0.7
1958,12,1,1958-12-1,0.54,-0.62,7.5,0.8
1958,12,2,1958-12-2,0.48,-0.7,7.5,0.8
1958,12,3,1958-12-3,0.38,-0.4,7.5,0.6
1958,12,4,1958-12-4,0.39,0.29,5.5,0.5
1958,12,5,1958-12-5,0.44,0.53,5.5,0.7
1958,12,6,1958-12-6,0.53,1.05,5.5,1.2
1958,12,7,1958-12-7,0.69,0.82,5.5,1.1
1958,12,8,1958-12-8,0.74,0.56,5.5,0.9
1958,12,9,1958-12-9,0.84,0.67,5.5,1.1
1958,12,10,1958-12-10,0.87,-0.53,7.5,1
1958,12,11,1958-12-11,0.72,-1.38,7.5,1.6
1958,12,12,1958-12-12,0.56,-1,7.5,1.1
1958,12,13,1958-12-13,0.48,-0.2,7.5,0.5
1958,12,14,1958-12-14,0.51,0.72,5.5,0.9
1958,12,15,1958-12-15,0.64,0.94,5.5,1.1
1958,12,16,1958-12-16,0.72,0.24,6.5,0.8
1958,12,17,1958-12-17,0.71,-0.16,6.5,0.7
1958,12,18,1958-12-18,0.71,0.18,6.5,0.7
1958,12,19,1958-12-19,0.76,0.65,5.5,1
1958,12,20,1958-12-20,0.88,1.21,5.5,1.5
1958,12,21,1958-12-21,1.05,1.22,5.5,1.6
1958,12,22,1958-12-22,1.16,0.29,6.5,1.2
1958,12,23,1958-12-23,1.12,-0.83,7.5,1.4
1958,12,24,1958-12-24,0.97,-1.15,7.5,1.5
1958,12,25,1958-12-25,0.86,-0.3,6.5,0.9
1958,12,26,1958-12-26,0.9,0.72,5.5,1.2
1958,12,27,1958-12-27,1.01,0.47,5.5,1.1
1958,12,28,1958-12-28,1,-0.42,7.5,1.1
1958,12,29,1958-12-29,0.93,-0.26,6.5,1
1958,12,30,1958-12-30,0.94,0.18,6.5,1
1958,12,31,1958-12-31,0.98,0.54,5.5,1.1
1959,1,1,1959-1-1,1.08,0.74,5.5,1.3
1959,1,2,1959-1-2,1.14,0.19,6.5,1.2
1959,1,3,1959-1-3,1.14,0.01,6.5,1.1
1959,1,4,1959-1-4,1.17,0.56,5.5,1.3
1959,1,5,1959-1-5,1.28,1.17,5.5,1.7
1959,1,6,1959-1-6,1.44,0.76,5.5,1.6
1959,1,7,1959-1-7,1.46,-0.02,6.5,1.5
1959,1,8,1959-1-8,1.45,-0.08,6.5,1.5
1959,1,9,1959-1-9,1.45,-0.14,6.5,1.5
1959,1,10,1959-1-10,1.41,-0.48,6.5,1.5
1959,1,11,1959-1-11,1.33,-0.7,7.5,1.5
1959,1,12,1959-1-12,1.24,-0.41,6.5,1.3
1959,1,13,1959-1-13,1.17,-1.67,7.5,2
1959,1,14,1959-1-14,0.82,-2.77,0.5,2.9
1959,1,15,1959-1-15,0.54,-1.4,0.5,1.5
1959,1,16,1959-1-16,0.44,-0.81,7.5,0.9
1959,1,17,1959-1-17,0.31,-0.86,0.5,0.9
1959,1,18,1959-1-18,0.22,-0.68,0.5,0.7
1959,1,19,1959-1-19,0.11,-1.33,0.5,1.3
1959,1,20,1959-1-20,-0.08,-0.82,0.5,0.8
1959,1,21,1959-1-21,-0.08,0.19,3.5,0.2
1959,1,22,1959-1-22,-0.09,-0.56,0.5,0.6
1959,1,23,1959-1-23,-0.23,-1.18,0.5,1.2
1959,1,24,1959-1-24,-0.37,-1.1,0.5,1.2
1959,1,25,1959-1-25,-0.51,-1.15,1.5,1.3
1959,1,26,1959-1-26,-0.66,-0.99,1.5,1.2
1959,1,27,1959-1-27,-0.76,-0.51,1.5,0.9
1959,1,28,1959-1-28,-0.79,0,2.5,0.8
1959,1,29,1959-1-29,-0.76,0.45,3.5,0.9
1959,1,30,1959-1-30,-0.69,0.29,3.5,0.8
1959,1,31,1959-1-31,-0.7,-0.27,2.5,0.7
1959,2,1,1959-2-1,-0.74,0,2.5,0.7
1959,2,2,1959-2-2,-0.68,0.85,3.5,1.1
1959,2,3,1959-2-3,-0.55,0.71,3.5,0.9
1959,2,4,1959-2-4,-0.51,0.09,2.5,0.5
1959,2,5,1959-2-5,-0.51,-0.21,2.5,0.6
1959,2,6,1959-2-6,-0.52,0.85,3.5,1
1959,2,7,1959-2-7,-0.29,2.13,4.5,2.1
1959,2,8,1959-2-8,-0.04,1.36,4.5,1.4
1959,2,9,1959-2-9,0.04,0.16,4.5,0.2
1959,2,10,1959-2-10,0.02,-0.35,0.5,0.4
1959,2,11,1959-2-11,-0.03,-0.32,0.5,0.3
1959,2,12,1959-2-12,-0.06,-0.43,0.5,0.4
1959,2,13,1959-2-13,-0.15,-0.68,0.5,0.7
1959,2,14,1959-2-14,-0.22,-0.32,1.5,0.4
1959,2,15,1959-2-15,-0.23,-0.09,2.5,0.2
1959,2,16,1959-2-16,-0.26,-0.34,1.5,0.4
1959,2,17,1959-2-17,-0.34,-1.06,0.5,1.1
1959,2,18,1959-2-18,-0.53,-1.75,0.5,1.8
1959,2,19,1959-2-19,-0.76,-1.64,1.5,1.8
1959,2,20,1959-2-20,-0.93,-0.79,1.5,1.2
1959,2,21,1959-2-21,-0.96,0.18,2.5,1
1959,2,22,1959-2-22,-0.9,0.47,3.5,1
1959,2,23,1959-2-23,-0.85,0.54,3.5,1
1959,2,24,1959-2-24,-0.76,0.69,3.5,1
1959,2,25,1959-2-25,-0.67,0.77,3.5,1
1959,2,26,1959-2-26,-0.57,0.53,3.5,0.8
1959,2,27,1959-2-27,-0.53,0.54,3.5,0.8
1959,2,28,1959-2-28,-0.44,0.33,3.5,0.6
1959,3,1,1959-3-1,-0.46,-0.27,1.5,0.5
1959,3,2,1959-3-2,-0.52,-1.01,1.5,1.1
1959,3,3,1959-3-3,-0.69,-1.08,1.5,1.3
1959,3,4,1959-3-4,-0.76,-0.31,2.5,0.8
1959,3,5,1959-3-5,-0.78,0.15,2.5,0.8
1959,3,6,1959-3-6,-0.74,0.16,2.5,0.8
1959,3,7,1959-3-7,-0.75,-0.09,2.5,0.8
1959,3,8,1959-3-8,-0.75,0.06,2.5,0.8
1959,3,9,1959-3-9,-0.72,0.39,3.5,0.8
1959,3,10,1959-3-10,-0.65,0.84,3.5,1.1
1959,3,11,1959-3-11,-0.52,1.16,3.5,1.3
1959,3,12,1959-3-12,-0.39,0.27,3.5,0.5
1959,3,13,1959-3-13,-0.46,-1.06,1.5,1.2
1959,3,14,1959-3-14,-0.62,-1.04,1.5,1.2
1959,3,15,1959-3-15,-0.71,-0.65,1.5,1
1959,3,16,1959-3-16,-0.81,-1.05,1.5,1.3
1959,3,17,1959-3-17,-0.98,-1.39,1.5,1.7
1959,3,18,1959-3-18,-1.15,-1.28,1.5,1.7
1959,3,19,1959-3-19,-1.31,-1.16,1.5,1.7
1959,3,20,1959-3-20,-1.43,-0.33,2.5,1.5
1959,3,21,1959-3-21,-1.38,1.08,3.5,1.8
1959,3,22,1959-3-22,-1.19,1.26,3.5,1.7
1959,3,23,1959-3-23,-1.1,0.03,2.5,1.1
1959,3,24,1959-3-24,-1.19,-1.3,1.5,1.8
1959,3,25,1959-3-25,-1.4,-1.58,1.5,2.1
1959,3,26,1959-3-26,-1.56,-0.91,1.5,1.8
1959,3,27,1959-3-27,-1.63,-0.19,2.5,1.6
1959,3,28,1959-3-28,-1.63,0.03,2.5,1.6
